region,type,link
2,0,http://spb.cian.ru/sale/commercial/151390523/
2,0,http://spb.cian.ru/sale/commercial/151431967/
2,0,http://spb.cian.ru/sale/commercial/147618900/
2,0,http://spb.cian.ru/sale/commercial/145087000/
2,0,http://spb.cian.ru/sale/commercial/150545378/
2,0,http://spb.cian.ru/sale/commercial/150545383/
2,0,http://spb.cian.ru/sale/commercial/139127983/
2,0,http://spb.cian.ru/sale/commercial/139126423/
2,1,http://spb.cian.ru/sale/commercial/151273807/
2,1,http://spb.cian.ru/sale/commercial/151057650/
2,1,http://spb.cian.ru/sale/commercial/146046019/
2,1,http://spb.cian.ru/sale/commercial/147857092/
2,1,http://spb.cian.ru/sale/commercial/137626589/
2,1,http://spb.cian.ru/sale/commercial/151562007/
2,1,http://spb.cian.ru/sale/commercial/148101774/
2,1,http://spb.cian.ru/sale/commercial/149341183/
2,1,http://spb.cian.ru/sale/commercial/14398740/
2,1,http://spb.cian.ru/sale/commercial/14398176/
2,1,http://spb.cian.ru/sale/commercial/13536497/
2,1,http://spb.cian.ru/sale/commercial/145549210/
2,1,http://spb.cian.ru/sale/commercial/14430963/
2,1,http://spb.cian.ru/sale/commercial/150403329/
2,1,http://spb.cian.ru/sale/commercial/9109690/
2,1,http://spb.cian.ru/sale/commercial/151305623/
2,1,http://spb.cian.ru/sale/commercial/151305625/
2,1,http://spb.cian.ru/sale/commercial/150936418/
2,1,http://spb.cian.ru/sale/commercial/151547365/
2,1,http://spb.cian.ru/sale/commercial/150034883/
2,1,http://spb.cian.ru/sale/commercial/149567655/
2,1,http://spb.cian.ru/sale/commercial/150709304/
2,1,http://spb.cian.ru/sale/commercial/14138382/
2,1,http://spb.cian.ru/sale/commercial/7099180/
2,1,http://spb.cian.ru/sale/commercial/5115376/
2,1,http://spb.cian.ru/sale/commercial/149280519/
2,1,http://spb.cian.ru/sale/commercial/148387551/
2,1,http://spb.cian.ru/sale/commercial/150377628/
2,2,http://spb.cian.ru/sale/commercial/14723779/
2,2,http://spb.cian.ru/sale/commercial/145087193/
2,2,http://spb.cian.ru/sale/commercial/139997051/
2,2,http://spb.cian.ru/sale/commercial/151028620/
2,2,http://spb.cian.ru/sale/commercial/151114239/
2,2,http://spb.cian.ru/sale/commercial/151421743/
2,2,http://spb.cian.ru/sale/commercial/14790804/
2,2,http://spb.cian.ru/sale/commercial/149838067/
2,2,http://spb.cian.ru/sale/commercial/148148443/
2,2,http://spb.cian.ru/sale/commercial/151794559/
2,2,http://spb.cian.ru/sale/commercial/151431958/
2,2,http://spb.cian.ru/sale/commercial/151487958/
2,2,http://spb.cian.ru/sale/commercial/149714049/
2,2,http://spb.cian.ru/sale/commercial/14506495/
2,2,http://spb.cian.ru/sale/commercial/150274246/
2,2,http://spb.cian.ru/sale/commercial/138862698/
2,2,http://spb.cian.ru/sale/commercial/147635426/
2,2,http://spb.cian.ru/sale/commercial/14448553/
2,2,http://spb.cian.ru/sale/commercial/151727363/
2,2,http://spb.cian.ru/sale/commercial/150996154/
2,2,http://spb.cian.ru/sale/commercial/149397018/
2,2,http://spb.cian.ru/sale/commercial/150747913/
2,2,http://spb.cian.ru/sale/commercial/147868313/
2,2,http://spb.cian.ru/sale/commercial/151432766/
2,2,http://spb.cian.ru/sale/commercial/149714047/
2,3,http://spb.cian.ru/sale/commercial/151560267/
2,3,http://spb.cian.ru/sale/commercial/146116734/
2,3,http://spb.cian.ru/sale/commercial/14135762/
2,3,http://spb.cian.ru/sale/commercial/147892938/
2,3,http://spb.cian.ru/sale/commercial/151405885/
2,3,http://spb.cian.ru/sale/commercial/149035488/
2,3,http://spb.cian.ru/sale/commercial/150660298/
2,3,http://spb.cian.ru/sale/commercial/150673172/
2,3,http://spb.cian.ru/sale/commercial/150839946/
2,3,http://spb.cian.ru/sale/commercial/140246968/
2,3,http://spb.cian.ru/sale/commercial/150816077/
2,3,http://spb.cian.ru/sale/commercial/139131896/
2,3,http://spb.cian.ru/sale/commercial/151619905/
2,3,http://spb.cian.ru/sale/commercial/151831593/
2,3,http://spb.cian.ru/sale/commercial/150696055/
2,3,http://spb.cian.ru/sale/commercial/139364035/
2,3,http://spb.cian.ru/sale/commercial/150495085/
2,3,http://spb.cian.ru/sale/commercial/150680594/
2,3,http://spb.cian.ru/sale/commercial/150895817/
2,3,http://spb.cian.ru/sale/commercial/148373198/
2,3,http://spb.cian.ru/sale/commercial/142253477/
2,3,http://spb.cian.ru/sale/commercial/150717815/
2,3,http://spb.cian.ru/sale/commercial/150717812/
2,3,http://spb.cian.ru/sale/commercial/150717806/
2,3,http://spb.cian.ru/sale/commercial/151551166/
2,3,http://spb.cian.ru/sale/commercial/151421775/
2,4,http://spb.cian.ru/sale/commercial/151076740/
2,4,http://spb.cian.ru/sale/commercial/151076896/
2,4,http://spb.cian.ru/sale/commercial/148833351/
2,4,http://spb.cian.ru/sale/commercial/151603874/
2,4,http://spb.cian.ru/sale/commercial/151615272/
2,4,http://spb.cian.ru/sale/commercial/150687013/
2,4,http://spb.cian.ru/sale/commercial/151493363/
2,4,http://spb.cian.ru/sale/commercial/151204009/
2,4,http://spb.cian.ru/sale/commercial/150052760/
2,4,http://spb.cian.ru/sale/commercial/138278116/
2,4,http://spb.cian.ru/sale/commercial/151503834/
2,4,http://spb.cian.ru/sale/commercial/150980901/
2,4,http://spb.cian.ru/sale/commercial/140857419/
2,4,http://spb.cian.ru/sale/commercial/148983709/
2,4,http://spb.cian.ru/sale/commercial/149396093/
2,4,http://spb.cian.ru/sale/commercial/149264202/
2,4,http://spb.cian.ru/sale/commercial/149924532/
2,4,http://spb.cian.ru/sale/commercial/151835762/
2,4,http://spb.cian.ru/sale/commercial/149968677/
2,4,http://spb.cian.ru/sale/commercial/148355491/
2,4,http://spb.cian.ru/sale/commercial/151036398/
2,4,http://spb.cian.ru/sale/commercial/151249679/
2,4,http://spb.cian.ru/sale/commercial/151794670/
2,4,http://spb.cian.ru/sale/commercial/149460201/
2,4,http://spb.cian.ru/sale/commercial/138278289/
2,4,http://spb.cian.ru/sale/commercial/150627065/
2,4,http://spb.cian.ru/sale/commercial/149200501/
2,4,http://spb.cian.ru/sale/commercial/138278169/
2,0,http://spb.cian.ru/sale/commercial/151200857/
2,0,http://spb.cian.ru/sale/commercial/151057649/
2,0,http://spb.cian.ru/sale/commercial/150987243/
2,0,http://spb.cian.ru/sale/commercial/145993188/
2,0,http://spb.cian.ru/sale/commercial/139364036/
2,0,http://spb.cian.ru/sale/commercial/151209418/
2,0,http://spb.cian.ru/sale/commercial/150781706/
2,0,http://spb.cian.ru/sale/commercial/150157366/
2,0,http://spb.cian.ru/sale/commercial/145626029/
2,0,http://spb.cian.ru/sale/commercial/151559701/
2,0,http://spb.cian.ru/sale/commercial/150476011/
2,0,http://spb.cian.ru/sale/commercial/139128757/
2,0,http://spb.cian.ru/sale/commercial/146455241/
2,0,http://spb.cian.ru/sale/commercial/147892934/
2,0,http://spb.cian.ru/sale/commercial/147689290/
2,0,http://spb.cian.ru/sale/commercial/151034390/
2,0,http://spb.cian.ru/sale/commercial/148808346/
2,0,http://spb.cian.ru/sale/commercial/151139950/
2,0,http://spb.cian.ru/sale/commercial/150202984/
2,0,http://spb.cian.ru/sale/commercial/150300589/
2,0,http://spb.cian.ru/sale/commercial/139126814/
2,0,http://spb.cian.ru/sale/commercial/139126461/
2,0,http://spb.cian.ru/sale/commercial/150895819/
2,0,http://spb.cian.ru/sale/commercial/150314145/
2,0,http://spb.cian.ru/sale/commercial/148569404/
2,0,http://spb.cian.ru/sale/commercial/148373199/
2,0,http://spb.cian.ru/sale/commercial/142253479/
2,0,http://spb.cian.ru/sale/commercial/151353211/
2,1,http://spb.cian.ru/sale/commercial/151273807/
2,1,http://spb.cian.ru/sale/commercial/151057650/
2,1,http://spb.cian.ru/sale/commercial/151057651/
2,1,http://spb.cian.ru/sale/commercial/147731975/
2,1,http://spb.cian.ru/sale/commercial/148856403/
2,1,http://spb.cian.ru/sale/commercial/151599261/
2,1,http://spb.cian.ru/sale/commercial/150646847/
2,1,http://spb.cian.ru/sale/commercial/150384664/
2,1,http://spb.cian.ru/sale/commercial/150157432/
2,1,http://spb.cian.ru/sale/commercial/151209491/
2,1,http://spb.cian.ru/sale/commercial/151547370/
2,1,http://spb.cian.ru/sale/commercial/14662804/
2,1,http://spb.cian.ru/sale/commercial/143541034/
2,1,http://spb.cian.ru/sale/commercial/148266256/
2,1,http://spb.cian.ru/sale/commercial/14758329/
2,1,http://spb.cian.ru/sale/commercial/149043533/
2,1,http://spb.cian.ru/sale/commercial/8310412/
2,1,http://spb.cian.ru/sale/commercial/7466410/
2,1,http://spb.cian.ru/sale/commercial/150948716/
2,1,http://spb.cian.ru/sale/commercial/141224493/
2,1,http://spb.cian.ru/sale/commercial/151562008/
2,1,http://spb.cian.ru/sale/commercial/5435470/
2,1,http://spb.cian.ru/sale/commercial/150955935/
2,1,http://spb.cian.ru/sale/commercial/14323011/
2,1,http://spb.cian.ru/sale/commercial/8988250/
2,1,http://spb.cian.ru/sale/commercial/150686668/
2,1,http://spb.cian.ru/sale/commercial/149497007/
2,1,http://spb.cian.ru/sale/commercial/150177758/
2,2,http://spb.cian.ru/sale/commercial/147702465/
2,2,http://spb.cian.ru/sale/commercial/14372451/
2,2,http://spb.cian.ru/sale/commercial/151530048/
2,2,http://spb.cian.ru/sale/commercial/148546064/
2,2,http://spb.cian.ru/sale/commercial/148883088/
2,2,http://spb.cian.ru/sale/commercial/151746957/
2,2,http://spb.cian.ru/sale/commercial/151146519/
2,2,http://spb.cian.ru/sale/commercial/139847410/
2,2,http://spb.cian.ru/sale/commercial/149497004/
2,2,http://spb.cian.ru/sale/commercial/149977584/
2,2,http://spb.cian.ru/sale/commercial/147649364/
2,2,http://spb.cian.ru/sale/commercial/151119604/
2,2,http://spb.cian.ru/sale/commercial/149848984/
2,2,http://spb.cian.ru/sale/commercial/14630053/
2,2,http://spb.cian.ru/sale/commercial/138306084/
2,2,http://spb.cian.ru/sale/commercial/136744172/
2,2,http://spb.cian.ru/sale/commercial/14537443/
2,2,http://spb.cian.ru/sale/commercial/14452468/
2,2,http://spb.cian.ru/sale/commercial/14447583/
2,2,http://spb.cian.ru/sale/commercial/151353180/
2,2,http://spb.cian.ru/sale/commercial/14741479/
2,2,http://spb.cian.ru/sale/commercial/14519755/
2,2,http://spb.cian.ru/sale/commercial/145086616/
2,2,http://spb.cian.ru/sale/commercial/14594003/
2,2,http://spb.cian.ru/sale/commercial/14351146/
2,3,http://spb.cian.ru/sale/commercial/151560267/
2,3,http://spb.cian.ru/sale/commercial/149835030/
2,3,http://spb.cian.ru/sale/commercial/14539180/
2,3,http://spb.cian.ru/sale/commercial/142836106/
2,3,http://spb.cian.ru/sale/commercial/139132917/
2,3,http://spb.cian.ru/sale/commercial/147685746/
2,3,http://spb.cian.ru/sale/commercial/150345333/
2,3,http://spb.cian.ru/sale/commercial/142049274/
2,3,http://spb.cian.ru/sale/commercial/149002497/
2,3,http://spb.cian.ru/sale/commercial/147685753/
2,3,http://spb.cian.ru/sale/commercial/151016091/
2,3,http://spb.cian.ru/sale/commercial/140952007/
2,3,http://spb.cian.ru/sale/commercial/147685748/
2,3,http://spb.cian.ru/sale/commercial/150646840/
2,3,http://spb.cian.ru/sale/commercial/139134486/
2,3,http://spb.cian.ru/sale/commercial/147685752/
2,3,http://spb.cian.ru/sale/commercial/149320145/
2,3,http://spb.cian.ru/sale/commercial/148870911/
2,3,http://spb.cian.ru/sale/commercial/148631603/
2,3,http://spb.cian.ru/sale/commercial/151635042/
2,3,http://spb.cian.ru/sale/commercial/149686941/
2,3,http://spb.cian.ru/sale/commercial/6864894/
2,3,http://spb.cian.ru/sale/commercial/149171615/
2,3,http://spb.cian.ru/sale/commercial/150742858/
2,3,http://spb.cian.ru/sale/commercial/148794015/
2,3,http://spb.cian.ru/sale/commercial/148175053/
2,4,http://spb.cian.ru/sale/commercial/151815953/
2,4,http://spb.cian.ru/sale/commercial/150157749/
2,4,http://spb.cian.ru/sale/commercial/150585005/
2,4,http://spb.cian.ru/sale/commercial/151811868/
2,4,http://spb.cian.ru/sale/commercial/151535398/
2,4,http://spb.cian.ru/sale/commercial/138278115/
2,4,http://spb.cian.ru/sale/commercial/14429708/
2,4,http://spb.cian.ru/sale/commercial/150275133/
2,4,http://spb.cian.ru/sale/commercial/151535405/
2,4,http://spb.cian.ru/sale/commercial/149465564/
2,4,http://spb.cian.ru/sale/commercial/149649639/
2,4,http://spb.cian.ru/sale/commercial/150933084/
2,4,http://spb.cian.ru/sale/commercial/13988242/
2,4,http://spb.cian.ru/sale/commercial/150672946/
2,4,http://spb.cian.ru/sale/commercial/148650043/
2,4,http://spb.cian.ru/sale/commercial/13988232/
2,4,http://spb.cian.ru/sale/commercial/151057644/
2,4,http://spb.cian.ru/sale/commercial/138278270/
2,4,http://spb.cian.ru/sale/commercial/151623178/
2,4,http://spb.cian.ru/sale/commercial/151535430/
2,4,http://spb.cian.ru/sale/commercial/14399070/
2,4,http://spb.cian.ru/sale/commercial/151535429/
2,4,http://spb.cian.ru/sale/commercial/145898014/
2,4,http://spb.cian.ru/sale/commercial/14809059/
2,4,http://spb.cian.ru/sale/commercial/149291368/
2,4,http://spb.cian.ru/sale/commercial/149580442/
2,4,http://spb.cian.ru/sale/commercial/151535263/
2,4,http://spb.cian.ru/sale/commercial/151815625/
2,0,http://spb.cian.ru/sale/commercial/151057649/
2,0,http://spb.cian.ru/sale/commercial/150987243/
2,0,http://spb.cian.ru/sale/commercial/151200857/
2,0,http://spb.cian.ru/sale/commercial/145835149/
2,0,http://spb.cian.ru/sale/commercial/148853335/
2,0,http://spb.cian.ru/sale/commercial/6524124/
2,0,http://spb.cian.ru/sale/commercial/150706481/
2,0,http://spb.cian.ru/sale/commercial/150389644/
2,0,http://spb.cian.ru/sale/commercial/139127101/
2,0,http://spb.cian.ru/sale/commercial/151608243/
2,0,http://spb.cian.ru/sale/commercial/151644046/
2,0,http://spb.cian.ru/sale/commercial/139128427/
2,0,http://spb.cian.ru/sale/commercial/139129317/
2,0,http://spb.cian.ru/sale/commercial/139129986/
2,0,http://spb.cian.ru/sale/commercial/139126845/
2,0,http://spb.cian.ru/sale/commercial/139126457/
2,0,http://spb.cian.ru/sale/commercial/151730818/
2,0,http://spb.cian.ru/sale/commercial/148812140/
2,0,http://spb.cian.ru/sale/commercial/150653796/
2,0,http://spb.cian.ru/sale/commercial/150717813/
2,0,http://spb.cian.ru/sale/commercial/150717816/
2,0,http://spb.cian.ru/sale/commercial/150717808/
2,0,http://spb.cian.ru/sale/commercial/150920658/
2,0,http://spb.cian.ru/sale/commercial/151609157/
2,0,http://spb.cian.ru/sale/commercial/150568772/
2,0,http://spb.cian.ru/sale/commercial/147618909/
2,0,http://spb.cian.ru/sale/commercial/151385338/
2,0,http://spb.cian.ru/sale/commercial/139129368/
2,1,http://spb.cian.ru/sale/commercial/151057650/
2,1,http://spb.cian.ru/sale/commercial/151273807/
2,1,http://spb.cian.ru/sale/commercial/151794818/
2,1,http://spb.cian.ru/sale/commercial/149968668/
2,1,http://spb.cian.ru/sale/commercial/14357876/
2,1,http://spb.cian.ru/sale/commercial/5152864/
2,1,http://spb.cian.ru/sale/commercial/14040712/
2,1,http://spb.cian.ru/sale/commercial/5153176/
2,1,http://spb.cian.ru/sale/commercial/148660199/
2,1,http://spb.cian.ru/sale/commercial/14419081/
2,1,http://spb.cian.ru/sale/commercial/150861276/
2,1,http://spb.cian.ru/sale/commercial/150023766/
2,1,http://spb.cian.ru/sale/commercial/151829582/
2,1,http://spb.cian.ru/sale/commercial/147593356/
2,1,http://spb.cian.ru/sale/commercial/139324181/
2,1,http://spb.cian.ru/sale/commercial/151083791/
2,1,http://spb.cian.ru/sale/commercial/147429865/
2,1,http://spb.cian.ru/sale/commercial/151831546/
2,1,http://spb.cian.ru/sale/commercial/5124250/
2,1,http://spb.cian.ru/sale/commercial/148156272/
2,1,http://spb.cian.ru/sale/commercial/147692802/
2,1,http://spb.cian.ru/sale/commercial/146116727/
2,1,http://spb.cian.ru/sale/commercial/150233810/
2,1,http://spb.cian.ru/sale/commercial/14798609/
2,1,http://spb.cian.ru/sale/commercial/13736697/
2,1,http://spb.cian.ru/sale/commercial/150040344/
